model_uid,model_source,model_name,weights,architecture,train_task,train_data,architecture_type,task_cluster,modality,architecture_display,train_task_display,train_data_display,display_name,description,model_source_url,weights_url
torchvision_resnext50_32x4d_imagenet1k_v1,torchvision,resnext50_32x4d,IMAGENET1K_V1,resnext50_32x4d,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNext50-32x4D,Image-Classification,ImageNet1K,ResNext50-32x4D-ImageNet1K,ResNext50-32x4D trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNeXt50_32X4D_Weights.IMAGENET1K_V1
torchvision_resnext50_32x4d_imagenet1k_v2,torchvision,resnext50_32x4d,IMAGENET1K_V2,resnext50_32x4d,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNext50-32x4D,Image-Classification,ImageNet1K,ResNext50-32x4D-ImageNet1K,ResNext50-32x4D trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNeXt50_32X4D_Weights.IMAGENET1K_V2
torchvision_resnet101_imagenet1k_v1,torchvision,resnet101,IMAGENET1K_V1,resnet101,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet101,Image-Classification,ImageNet1K,ResNet101-ImageNet1K,ResNet101 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet101_Weights.IMAGENET1K_V1
torchvision_resnet101_imagenet1k_v2,torchvision,resnet101,IMAGENET1K_V2,resnet101,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet101,Image-Classification,ImageNet1K,ResNet101-ImageNet1K,ResNet101 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet101_Weights.IMAGENET1K_V2
torchvision_resnet152_imagenet1k_v1,torchvision,resnet152,IMAGENET1K_V1,resnet152,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet152,Image-Classification,ImageNet1K,ResNet152-ImageNet1K,ResNet152 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet152_Weights.IMAGENET1K_V1
torchvision_resnet152_imagenet1k_v2,torchvision,resnet152,IMAGENET1K_V2,resnet152,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet152,Image-Classification,ImageNet1K,ResNet152-ImageNet1K,ResNet152 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet152_Weights.IMAGENET1K_V2
torchvision_resnet18_imagenet1k_v1,torchvision,resnet18,IMAGENET1K_V1,resnet18,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet18,Image-Classification,ImageNet1K,ResNet18-ImageNet1K,ResNet18 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet18_Weights.IMAGENET1K_V1
torchvision_resnet34_imagenet1k_v1,torchvision,resnet34,IMAGENET1K_V1,resnet34,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet34,Image-Classification,ImageNet1K,ResNet34-ImageNet1K,ResNet34 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet34_Weights.IMAGENET1K_V1
torchvision_resnet50_imagenet1k_v1,torchvision,resnet50,IMAGENET1K_V1,resnet50,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet50,Image-Classification,ImageNet1K,ResNet50-ImageNet1K,ResNet50 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet50_Weights.IMAGENET1K_V1
torchvision_resnet50_imagenet1k_v2,torchvision,resnet50,IMAGENET1K_V2,resnet50,image_classification,imagenet1k,Convolutional,Supervised,Vision,ResNet50,Image-Classification,ImageNet1K,ResNet50-ImageNet1K,ResNet50 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ResNet50_Weights.IMAGENET1K_V2
torchvision_shufflenet_v2_x0_5_imagenet1k_v1,torchvision,shufflenet_v2_x0_5,IMAGENET1K_V1,shufflenet_v2_x0_5,image_classification,imagenet1k,Convolutional,Supervised,Vision,ShuffleNet-V2-X0-5,Image-Classification,ImageNet1K,ShuffleNet-V2-X0-5-ImageNet1K,ShuffleNet-V2-X0-5 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ShuffleNet_V2_X0_5_Weights.IMAGENET1K_V1
torchvision_shufflenet_v2_x1_0_imagenet1k_v1,torchvision,shufflenet_v2_x1_0,IMAGENET1K_V1,shufflenet_v2_x1_0,image_classification,imagenet1k,Convolutional,Supervised,Vision,ShuffleNet-V2-X1-0,Image-Classification,ImageNet1K,ShuffleNet-V2-X1-0-ImageNet1K,ShuffleNet-V2-X1-0 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ShuffleNet_V2_X1_0_Weights.IMAGENET1K_V1
torchvision_shufflenet_v2_x1_5_imagenet1k_v1,torchvision,shufflenet_v2_x1_5,IMAGENET1K_V1,shufflenet_v2_x1_5,image_classification,imagenet1k,Convolutional,Supervised,Vision,ShuffleNet-V2-X1-5,Image-Classification,ImageNet1K,ShuffleNet-V2-X1-5-ImageNet1K,ShuffleNet-V2-X1-5 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ShuffleNet_V2_X1_5_Weights.IMAGENET1K_V1
torchvision_shufflenet_v2_x2_0_imagenet1k_v1,torchvision,shufflenet_v2_x2_0,IMAGENET1K_V1,shufflenet_v2_x2_0,image_classification,imagenet1k,Convolutional,Supervised,Vision,ShuffleNet-V2-x2-0,Image-Classification,ImageNet1K,ShuffleNet-V2-x2-0-ImageNet1K,ShuffleNet-V2-x2-0 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ShuffleNet_V2_X2_0_Weights.IMAGENET1K_V1
torchvision_squeezenet1_0_imagenet1k_v1,torchvision,squeezenet1_0,IMAGENET1K_V1,squeezenet1_0,image_classification,imagenet1k,Convolutional,Supervised,Vision,SqueezeNet1-0,Image-Classification,ImageNet1K,SqueezeNet1-0-ImageNet1K,SqueezeNet1-0 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,SqueezeNet1_0_Weights.IMAGENET1K_V1
torchvision_squeezenet1_1_imagenet1k_v1,torchvision,squeezenet1_1,IMAGENET1K_V1,squeezenet1_1,image_classification,imagenet1k,Convolutional,Supervised,Vision,SqueezeNet1-1,Image-Classification,ImageNet1K,SqueezeNet1-1-ImageNet1K,SqueezeNet1-1 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,SqueezeNet1_1_Weights.IMAGENET1K_V1
torchvision_swin_b_imagenet1k_v1,torchvision,swin_b,IMAGENET1K_V1,swin_b,image_classification,imagenet1k,Transformer,Supervised,Vision,Swin-B,Image-Classification,ImageNet1K,Swin-B-ImageNet1K,Swin-B trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Swin_B_Weights.IMAGENET1K_V1
torchvision_swin_s_imagenet1k_v1,torchvision,swin_s,IMAGENET1K_V1,swin_s,image_classification,imagenet1k,Transformer,Supervised,Vision,Swin-S,Image-Classification,ImageNet1K,Swin-S-ImageNet1K,Swin-S trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Swin_S_Weights.IMAGENET1K_V1
torchvision_swin_t_imagenet1k_v1,torchvision,swin_t,IMAGENET1K_V1,swin_t,image_classification,imagenet1k,Transformer,Supervised,Vision,Swin-T,Image-Classification,ImageNet1K,Swin-T-ImageNet1K,Swin-T trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Swin_T_Weights.IMAGENET1K_V1
torchvision_swin_v2_b_imagenet1k_v1,torchvision,swin_v2_b,IMAGENET1K_V1,swin_v2_b,image_classification,imagenet1k,Transformer,Supervised,Vision,Swin-V2-B,Image-Classification,ImageNet1K,Swin-V2-B-ImageNet1K,Swin-V2-B trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Swin_V2_B_Weights.IMAGENET1K_V1
torchvision_swin_v2_s_imagenet1k_v1,torchvision,swin_v2_s,IMAGENET1K_V1,swin_v2_s,image_classification,imagenet1k,Transformer,Supervised,Vision,Swin-V2-S,Image-Classification,ImageNet1K,Swin-V2-S-ImageNet1K,Swin-V2-S trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Swin_V2_S_Weights.IMAGENET1K_V1
torchvision_swin_v2_t_imagenet1k_v1,torchvision,swin_v2_t,IMAGENET1K_V1,swin_v2_t,image_classification,imagenet1k,Transformer,Supervised,Vision,Swin-V2-T,Image-Classification,ImageNet1K,Swin-V2-T-ImageNet1K,Swin-V2-T trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Swin_V2_T_Weights.IMAGENET1K_V1
torchvision_vgg11_bn_imagenet1k_v1,torchvision,vgg11_bn,IMAGENET1K_V1,vgg11_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG11-BN,Image-Classification,ImageNet1K,VGG11-BN-ImageNet1K,VGG11-BN trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG11_BN_Weights.IMAGENET1K_V1
torchvision_vgg11_imagenet1k_v1,torchvision,vgg11,IMAGENET1K_V1,vgg11,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG11,Image-Classification,ImageNet1K,VGG11-ImageNet1K,VGG11 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG11_Weights.IMAGENET1K_V1
torchvision_vgg13_bn_imagenet1k_v1,torchvision,vgg13_bn,IMAGENET1K_V1,vgg13_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG13-BN,Image-Classification,ImageNet1K,VGG13-BN-ImageNet1K,VGG13-BN trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG13_BN_Weights.IMAGENET1K_V1
torchvision_vgg13_imagenet1k_v1,torchvision,vgg13,IMAGENET1K_V1,vgg13,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG13,Image-Classification,ImageNet1K,VGG13-ImageNet1K,VGG13 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG13_Weights.IMAGENET1K_V1
torchvision_vgg16_bn_imagenet1k_v1,torchvision,vgg16_bn,IMAGENET1K_V1,vgg16_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG16-BN,Image-Classification,ImageNet1K,VGG16-BN-ImageNet1K,VGG16-BN trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG16_BN_Weights.IMAGENET1K_V1
torchvision_vgg16_imagenet1k_v1,torchvision,vgg16,IMAGENET1K_V1,vgg16,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG16,Image-Classification,ImageNet1K,VGG16-ImageNet1K,VGG16 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG16_Weights.IMAGENET1K_V1
torchvision_vgg16_imagenet1k_features,torchvision,vgg16,IMAGENET1K_FEATURES,vgg16,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG16,Image-Classification,ImageNet1K,VGG16-ImageNet1K,VGG16 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG16_Weights.IMAGENET1K_FEATURES
torchvision_vgg19_bn_imagenet1k_v1,torchvision,vgg19_bn,IMAGENET1K_V1,vgg19_bn,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG19-BN,Image-Classification,ImageNet1K,VGG19-BN-ImageNet1K,VGG19-BN trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG19_BN_Weights.IMAGENET1K_V1
torchvision_vgg19_imagenet1k_v1,torchvision,vgg19,IMAGENET1K_V1,vgg19,image_classification,imagenet1k,Convolutional,Supervised,Vision,VGG19,Image-Classification,ImageNet1K,VGG19-ImageNet1K,VGG19 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,VGG19_Weights.IMAGENET1K_V1
torchvision_vit_b_16_imagenet1k_v1,torchvision,vit_b_16,IMAGENET1K_V1,vit_b_16,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-B-16,Image-Classification,ImageNet1K,ViT-B-16-ImageNet1K,ViT-B-16 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ViT_B_16_Weights.IMAGENET1K_V1
torchvision_vit_b_32_imagenet1k_v1,torchvision,vit_b_32,IMAGENET1K_V1,vit_b_32,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-B-32,Image-Classification,ImageNet1K,ViT-B-32-ImageNet1K,ViT-B-32 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ViT_B_32_Weights.IMAGENET1K_V1
torchvision_vit_l_16_imagenet1k_v1,torchvision,vit_l_16,IMAGENET1K_V1,vit_l_16,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-L-16,Image-Classification,ImageNet1K,ViT-L-16-ImageNet1K,ViT-L-16 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ViT_L_16_Weights.IMAGENET1K_V1
torchvision_vit_l_32_imagenet1k_v1,torchvision,vit_l_32,IMAGENET1K_V1,vit_l_32,image_classification,imagenet1k,Transformer,Supervised,Vision,ViT-L-32,Image-Classification,ImageNet1K,ViT-L-32-ImageNet1K,ViT-L-32 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,ViT_L_32_Weights.IMAGENET1K_V1
torchvision_wide_resnet101_2_imagenet1k_v1,torchvision,wide_resnet101_2,IMAGENET1K_V1,wide_resnet101_2,image_classification,imagenet1k,Convolutional,Supervised,Vision,Wide-ResNet101-2,Image-Classification,ImageNet1K,Wide-ResNet101-2-ImageNet1K,Wide-ResNet101-2 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Wide_ResNet101_2_Weights.IMAGENET1K_V1
torchvision_wide_resnet101_2_imagenet1k_v2,torchvision,wide_resnet101_2,IMAGENET1K_V2,wide_resnet101_2,image_classification,imagenet1k,Convolutional,Supervised,Vision,Wide-ResNet101-2,Image-Classification,ImageNet1K,Wide-ResNet101-2-ImageNet1K,Wide-ResNet101-2 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Wide_ResNet101_2_Weights.IMAGENET1K_V2
torchvision_wide_resnet50_2_imagenet1k_v1,torchvision,wide_resnet50_2,IMAGENET1K_V1,wide_resnet50_2,image_classification,imagenet1k,Convolutional,Supervised,Vision,Wide-ResNet50-2,Image-Classification,ImageNet1K,Wide-ResNet50-2-ImageNet1K,Wide-ResNet50-2 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Wide_ResNet50_2_Weights.IMAGENET1K_V1
torchvision_wide_resnet50_2_imagenet1k_v2,torchvision,wide_resnet50_2,IMAGENET1K_V2,wide_resnet50_2,image_classification,imagenet1k,Convolutional,Supervised,Vision,Wide-ResNet50-2,Image-Classification,ImageNet1K,Wide-ResNet50-2-ImageNet1K,Wide-ResNet50-2 trained on Image-Classification with the ImageNet1K dataset.,pytorch.org/docs/stable/torchvision/models.html,Wide_ResNet50_2_Weights.IMAGENET1K_V2
torchvision_deeplabv3_mobilenet_v3_large_coco_with_voc_labels_v1,torchvision,deeplabv3_mobilenet_v3_large,COCO_WITH_VOC_LABELS_V1,deeplabv3_mobilenet_v3_large,semantic_segmentation,coco2017,Convolutional,Supervised,Vision,DeepLabV3-MobileNet-V3-Large,Semantic-Segmentation,COCO-2017,DeepLabV3-MobileNet-V3-Large-COCO-2017,DeepLabV3-MobileNet-V3-Large trained on Semantic-Segmentation with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,DeepLabV3_MobileNet_V3_Large_Weights.COCO_WITH_VOC_LABELS_V1
torchvision_deeplabv3_resnet101_coco_with_voc_labels_v1,torchvision,deeplabv3_resnet101,COCO_WITH_VOC_LABELS_V1,deeplabv3_resnet101,semantic_segmentation,coco2017,Convolutional,Supervised,Vision,DeepLabV3-ResNet101,Semantic-Segmentation,COCO-2017,DeepLabV3-ResNet101-COCO-2017,DeepLabV3-ResNet101 trained on Semantic-Segmentation with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,DeepLabV3_ResNet101_Weights.COCO_WITH_VOC_LABELS_V1
torchvision_deeplabv3_resnet50_coco_with_voc_labels_v1,torchvision,deeplabv3_resnet50,COCO_WITH_VOC_LABELS_V1,deeplabv3_resnet50,semantic_segmentation,coco2017,Convolutional,Supervised,Vision,DeepLabV3-ResNet50,Semantic-Segmentation,COCO-2017,DeepLabV3-ResNet50-COCO-2017,DeepLabV3-ResNet50 trained on Semantic-Segmentation with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,DeepLabV3_ResNet50_Weights.COCO_WITH_VOC_LABELS_V1
torchvision_fcn_resnet101_coco_with_voc_labels_v1,torchvision,fcn_resnet101,COCO_WITH_VOC_LABELS_V1,fcn_resnet101,semantic_segmentation,coco2017,Convolutional,Supervised,Vision,FCN-ResNet101,Semantic-Segmentation,COCO-2017,FCN-ResNet101-COCO-2017,FCN-ResNet101 trained on Semantic-Segmentation with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,FCN_ResNet101_Weights.COCO_WITH_VOC_LABELS_V1
torchvision_fcn_resnet50_coco_with_voc_labels_v1,torchvision,fcn_resnet50,COCO_WITH_VOC_LABELS_V1,fcn_resnet50,semantic_segmentation,coco2017,Convolutional,Supervised,Vision,FCN-ResNet50,Semantic-Segmentation,COCO-2017,FCN-ResNet50-COCO-2017,FCN-ResNet50 trained on Semantic-Segmentation with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,FCN_ResNet50_Weights.COCO_WITH_VOC_LABELS_V1
torchvision_lraspp_mobilenet_v3_large_coco_with_voc_labels_v1,torchvision,lraspp_mobilenet_v3_large,COCO_WITH_VOC_LABELS_V1,lraspp_mobilenet_v3_large,semantic_segmentation,coco2017,Convolutional,Supervised,Vision,LRASPP-MobileNet-V3-Large,Semantic-Segmentation,COCO-2017,LRASPP-MobileNet-V3-Large-COCO-2017,LRASPP-MobileNet-V3-Large trained on Semantic-Segmentation with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,LRASPP_MobileNet_V3_Large_Weights.COCO_WITH_VOC_LABELS_V1
torchvision_fcos_resnet50_fpn_coco_v1,torchvision,fcos_resnet50_fpn,COCO_V1,fcos_resnet50_fpn,object_detection,coco2017,Convolutional,Supervised,Vision,FCOS-ResNet50-FPN,Object-Detection,COCO-2017,FCOS-ResNet50-FPN-COCO-2017,FCOS-ResNet50-FPN trained on Object-Detection with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,FCOS_ResNet50_FPN_Weights.COCO_V1
torchvision_fasterrcnn_mobilenet_v3_large_320_fpn_coco_v1,torchvision,fasterrcnn_mobilenet_v3_large_320_fpn,COCO_V1,fasterrcnn_mobilenet_v3_large_320_fpn,object_detection,coco2017,Convolutional,Supervised,Vision,FasterRCNN-MobileNet-V3-Large-320-FPN,Object-Detection,COCO-2017,FasterRCNN-MobileNet-V3-Large-320-FPN-COCO-2017,FasterRCNN-MobileNet-V3-Large-320-FPN trained on Object-Detection with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,FasterRCNN_MobileNet_V3_Large_320_FPN_Weights.COCO_V1
torchvision_fasterrcnn_mobilenet_v3_large_fpn_coco_v1,torchvision,fasterrcnn_mobilenet_v3_large_fpn,COCO_V1,fasterrcnn_mobilenet_v3_large_fpn,object_detection,coco2017,Convolutional,Supervised,Vision,FasterRCNN-MobileNet-V3-Large-FPN,Object-Detection,COCO-2017,FasterRCNN-MobileNet-V3-Large-FPN-COCO-2017,FasterRCNN-MobileNet-V3-Large-FPN trained on Object-Detection with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,FasterRCNN_MobileNet_V3_Large_FPN_Weights.COCO_V1
torchvision_fasterrcnn_resnet50_fpn_v2_coco_v1,torchvision,fasterrcnn_resnet50_fpn_v2,COCO_V1,fasterrcnn_resnet50_fpn_v2,object_detection,coco2017,Convolutional,Supervised,Vision,FasterRCNN-ResNet50-FPN-V2,Object-Detection,COCO-2017,FasterRCNN-ResNet50-FPN-V2-COCO-2017,FasterRCNN-ResNet50-FPN-V2 trained on Object-Detection with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,FasterRCNN_ResNet50_FPN_V2_Weights.COCO_V1
torchvision_fasterrcnn_resnet50_fpn_coco_v1,torchvision,fasterrcnn_resnet50_fpn,COCO_V1,fasterrcnn_resnet50_fpn,object_detection,coco2017,Convolutional,Supervised,Vision,FasterRCNN-ResNet50-FPN,Object-Detection,COCO-2017,FasterRCNN-ResNet50-FPN-COCO-2017,FasterRCNN-ResNet50-FPN trained on Object-Detection with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,FasterRCNN_ResNet50_FPN_Weights.COCO_V1
torchvision_retinanet_resnet50_fpn_v2_coco_v1,torchvision,retinanet_resnet50_fpn_v2,COCO_V1,retinanet_resnet50_fpn_v2,object_detection,coco2017,Convolutional,Supervised,Vision,RetinaNet-ResNet50-FPN-V2,Object-Detection,COCO-2017,RetinaNet-ResNet50-FPN-V2-COCO-2017,RetinaNet-ResNet50-FPN-V2 trained on Object-Detection with the COCO-2017 dataset.,pytorch.org/docs/stable/torchvision/models.html,RetinaNet_ResNet50_FPN_V2_Weights.COCO_V1
